hidden_layer_sizes,alpha,lr,n_params,r2_train,r2_val,cv_r2_mean,cv_r2_std,knn_preservation_k15,cluster_agreement,cluster_ari,min_cluster_r2,mean_cluster_r2,max_mae_dim,n_iter,composite,min_cluster_r2_clipped,composite_fixed
"(1024, 256, 1024)",0.01,0.0001,1580293,0.96409,0.72714,0.7161,0.0508,0.29323,0.49808,0.27079,-132688168.0,-7808888.59577,2.1376,40,,0.0,0.7248330497215174
"(1024, 512, 256, 128)",0.0001,0.0001,1739269,0.97468,0.71484,0.69683,0.04258,0.28633,0.5249,0.28712,-176133040.0,-10364581.44883,2.25248,35,,0.0,0.7247850903495606
"(512, 256, 128)",0.01,0.0005,689669,0.97997,0.7466,0.71802,0.06276,0.28582,0.50958,0.28254,-139255584.0,-8196023.2023,2.07124,23,,0.0,0.7247064784348934
"(1024, 512, 256, 64)",0.001,0.0001,1722501,0.9667,0.73247,0.69754,0.04636,0.28557,0.50958,0.27914,-184916352.0,-10882120.66865,2.22561,42,,0.0,0.7244870696559487
"(1024, 512, 256, 64)",0.01,0.0001,1722501,0.96682,0.73414,0.69843,0.0462,0.28429,0.50958,0.2796,-184345424.0,-10848482.53479,2.21377,42,,0.0,0.724373058774724
"(1024, 512, 256, 128)",1e-06,0.0001,1739269,0.97467,0.71516,0.69691,0.04231,0.28685,0.52107,0.28527,-177648416.0,-10453734.89281,2.25231,29,,0.0,0.7243223289382514
"(1024, 512, 256, 128)",0.001,0.0001,1739269,0.97474,0.71439,0.69708,0.04262,0.28736,0.52107,0.28375,-176652352.0,-10395165.43138,2.2505,35,,0.0,0.7242881552281819
"(512, 256, 128)",1e-05,0.0005,689669,0.97994,0.74588,0.70855,0.0635,0.28761,0.50958,0.28083,-139673488.0,-8220678.5761,2.07523,23,,0.0,0.7242583676343806
"(1024, 512, 256, 64)",1e-06,0.0001,1722501,0.96668,0.73274,0.69771,0.04648,0.28633,0.50575,0.27489,-182691360.0,-10751197.50341,2.22242,42,,0.0,0.7240097011247624
"(512, 256, 128)",1e-06,0.0005,689669,0.97998,0.74569,0.70854,0.0635,0.28889,0.50575,0.27926,-140074256.0,-8244224.32752,2.07795,23,,0.0,0.7239980944477581
"(1024, 512, 256, 64)",1e-05,0.0001,1722501,0.9667,0.73283,0.69766,0.04652,0.28608,0.50575,0.27443,-182609744.0,-10746386.16766,2.22553,42,,0.0,0.7238540437627035
"(1024, 256, 1024)",1e-05,0.0001,1580293,0.96404,0.72699,0.71568,0.05082,0.29298,0.49425,0.26783,-133053552.0,-7830397.22471,2.13927,40,,0.0,0.7235342822810595
"(1024, 256, 1024)",1e-06,0.0001,1580293,0.96406,0.72696,0.71567,0.05079,0.29246,0.49425,0.26783,-132928272.0,-7823026.59928,2.13884,40,,0.0,0.7231969666748962
"(1024, 256, 1024)",0.0001,0.0001,1580293,0.96405,0.72709,0.71577,0.05078,0.29221,0.49425,0.26783,-132607872.0,-7804184.96415,2.13899,40,,0.0,0.723092506613416
"(1024, 256, 1024)",0.001,0.0001,1580293,0.96407,0.72674,0.71575,0.05079,0.29221,0.49425,0.26783,-132658672.0,-7807181.7354,2.14062,40,,0.0,0.7229701983279537
"(256, 64)",0.01,0.002,279173,0.9713,0.72436,0.76026,0.04654,0.27739,0.50575,0.28749,-172472416.0,-10152651.94223,2.54523,24,,0.0,0.7224129002262824
"(1024, 512, 256, 64)",0.0001,0.0001,1722501,0.96733,0.73268,0.69763,0.04641,0.28506,0.49808,0.27243,-182220064.0,-10723514.1651,2.21876,42,,0.0,0.7211188695568638
"(256, 64)",1e-05,0.002,279173,0.97283,0.72594,0.72767,0.04929,0.27458,0.51341,0.28428,-180433328.0,-10620774.27662,2.51649,28,,0.0,0.7183425399382741
"(256, 64)",1e-06,0.002,279173,0.97283,0.72593,0.72902,0.0502,0.27458,0.51341,0.28428,-180450592.0,-10621789.95507,2.51653,28,,0.0,0.7181068708815282
"(1024, 512)",0.01,0.0005,1576965,0.97466,0.72719,0.70971,0.0515,0.28352,0.49808,0.30396,-133272528.0,-7843394.56222,2.24094,21,,0.0,0.7175073422113
"(256, 128)",0.01,0.002,295941,0.96534,0.74391,0.78487,0.03253,0.25441,0.48659,0.26622,-92239936.0,-5430319.32422,2.44922,19,,0.0,0.7174285825588593
"(1024, 512)",0.001,0.0005,1576965,0.97466,0.72706,0.70904,0.05166,0.28327,0.49808,0.30305,-132120576.0,-7775607.51799,2.23488,21,,0.0,0.7171585536563891
"(256, 64)",0.0001,0.002,279173,0.9728,0.72649,0.73229,0.05289,0.27535,0.50958,0.28066,-181552288.0,-10686632.17297,2.51525,28,,0.0,0.7169956969955905
"(1024, 512)",0.0001,0.0005,1576965,0.97467,0.7269,0.70908,0.05164,0.28148,0.50192,0.30758,-132581584.0,-7802756.32307,2.22963,21,,0.0,0.716985083005068
"(512, 256)",0.01,0.001,657413,0.97151,0.72243,0.7274,0.04083,0.27637,0.49425,0.26856,-123075904.0,-7246912.60532,2.44181,27,,0.0,0.7167323031964504
"(512, 128)",0.01,0.001,591109,0.96956,0.72568,0.75201,0.05005,0.26973,0.50958,0.25302,-117722320.0,-6928510.39847,2.47273,35,,0.0,0.7164792415160475
"(1024, 512)",1e-05,0.0005,1576965,0.97468,0.72691,0.7091,0.0517,0.28225,0.49808,0.30305,-132625872.0,-7805365.07739,2.22958,21,,0.0,0.7164339555694956
"(1024, 512)",1e-06,0.0005,1576965,0.97467,0.72689,0.70913,0.05165,0.28174,0.49808,0.30305,-132533840.0,-7799952.49953,2.22978,21,,0.0,0.7161194033521852
"(1024, 256)",0.001,0.0005,1313285,0.9738,0.70509,0.69655,0.05038,0.27944,0.53257,0.27371,-133186136.0,-7840109.86875,2.26032,24,,0.0,0.7158076971771388
"(1024, 256)",0.0001,0.0005,1313285,0.97374,0.70518,0.69675,0.0505,0.28072,0.52874,0.26968,-131750488.0,-7755648.23055,2.26354,24,,0.0,0.7156130489508288
"(256, 64)",0.001,0.002,279173,0.97129,0.72487,0.7307,0.05148,0.27561,0.50192,0.27249,-181080864.0,-10659116.55607,2.52354,24,,0.0,0.7149843184022475
"(1024, 256)",1e-05,0.0005,1313285,0.97374,0.70519,0.69654,0.05031,0.28097,0.5249,0.26775,-131726992.0,-7754262.4662,2.26346,24,,0.0,0.714802663435007
"(1024, 256)",1e-06,0.0005,1313285,0.97374,0.70519,0.69654,0.05031,0.28097,0.5249,0.26775,-131726848.0,-7754254.00746,2.26346,24,,0.0,0.714802663435007
"(1024, 256)",0.01,0.0005,1313285,0.97371,0.70496,0.70724,0.04845,0.27969,0.51724,0.26497,-130719440.0,-7694987.04665,2.26245,24,,0.0,0.7138185906870411
"(512,)",1e-06,0.002,527365,0.9727,0.74757,0.59119,0.10849,0.30243,0.55172,0.32118,-98217456.0,-5782262.59092,2.15171,234,,0.0,0.7136395975467592
"(512, 128, 512)",0.01,0.0001,659077,0.96442,0.70858,0.70358,0.05365,0.28352,0.50958,0.26297,-66106260.0,-3895287.33106,2.26249,55,,0.0,0.7128460031652032
"(512, 128, 512)",0.001,0.0001,659077,0.96364,0.70803,0.70326,0.05353,0.28301,0.50958,0.26514,-65434252.0,-3855822.98244,2.26625,55,,0.0,0.7123462482180462
"(512, 128, 512)",1e-06,0.0001,659077,0.96366,0.70846,0.70326,0.05354,0.28404,0.50575,0.26206,-65188608.0,-3841350.78505,2.26652,53,,0.0,0.7121251368793622
"(1024, 128)",0.0001,0.0005,1181445,0.96046,0.72741,0.69737,0.05506,0.27791,0.50192,0.25086,-139692336.0,-8223076.28383,2.39427,32,,0.0,0.7120677380292709
"(512, 128, 512)",0.0001,0.0001,659077,0.96366,0.70842,0.70325,0.05359,0.28378,0.50575,0.26235,-65335424.0,-3850007.3408,2.26594,53,,0.0,0.7119202097937334
"(1024, 128)",1e-06,0.0005,1181445,0.96045,0.72738,0.69751,0.05508,0.27765,0.49808,0.24829,-140028064.0,-8242825.32535,2.39548,32,,0.0,0.7108624079271029
"(512, 128, 512)",1e-05,0.0001,659077,0.96396,0.70869,0.70323,0.05362,0.28352,0.50192,0.25891,-65538688.0,-3861939.08387,2.26762,53,,0.0,0.7107946618861907
"(1024, 128)",1e-05,0.0005,1181445,0.96045,0.72738,0.69724,0.05522,0.27765,0.49808,0.24829,-140029616.0,-8242916.52768,2.39548,32,,0.0,0.7107729804098479
"(512, 128)",0.001,0.001,591109,0.96959,0.72505,0.70168,0.05769,0.26871,0.52107,0.25688,-114716304.0,-6751698.45358,2.48903,35,,0.0,0.7098173344286611
"(1024, 128)",0.001,0.0005,1181445,0.96038,0.7272,0.69726,0.05533,0.27765,0.49425,0.24735,-139502032.0,-8211891.02457,2.40014,32,,0.0,0.7096386881057791
"(256, 128)",0.001,0.002,295941,0.965,0.743,0.75062,0.04253,0.25543,0.48276,0.25742,-91156976.0,-5366613.13373,2.4691,19,,0.0,0.7086924028562864
"(1024, 512, 256, 128, 64)",0.01,0.0001,1747205,0.97565,0.70618,0.71942,0.0382,0.27612,0.48276,0.27261,-136809952.0,-8050431.01727,2.2216,41,,0.0,0.7083126845976405
"(1024, 512, 256, 128, 64)",0.001,0.0001,1747205,0.97567,0.70502,0.71922,0.03823,0.27969,0.4751,0.27099,-141701552.0,-8338149.95202,2.21529,41,,0.0,0.7081593860533426
"(512, 128)",1e-05,0.001,591109,0.96953,0.7247,0.7014,0.05817,0.26769,0.51724,0.25528,-116445104.0,-6853387.27037,2.49237,25,,0.0,0.7077720943855552
"(1024, 512, 256, 128, 64)",1e-05,0.0001,1747205,0.97567,0.70652,0.71908,0.03836,0.27995,0.47126,0.26104,-139383728.0,-8201777.49961,2.20887,41,,0.0,0.7077214780331964
"(512, 128)",1e-06,0.001,591109,0.96953,0.72474,0.70138,0.05818,0.26743,0.51724,0.25528,-116461656.0,-6854359.67667,2.49206,25,,0.0,0.7076094032683168
"(1024, 512, 256, 128, 64)",1e-06,0.0001,1747205,0.97567,0.70646,0.71929,0.0381,0.27842,0.47126,0.26104,-139679200.0,-8219155.83849,2.20725,41,,0.0,0.7068377314493335
"(1024, 512, 256, 128, 64)",0.0001,0.0001,1747205,0.97556,0.70614,0.7193,0.03843,0.27995,0.46743,0.25862,-136024656.0,-8004232.27258,2.21233,41,,0.0,0.7065603478486625
"(512, 128)",0.0001,0.001,591109,0.96954,0.72441,0.70152,0.05763,0.26539,0.51724,0.25656,-116011288.0,-6827872.37132,2.49626,25,,0.0,0.7064184154901706
"(256, 128)",1e-06,0.002,295941,0.96503,0.74248,0.73667,0.05468,0.25517,0.49425,0.26641,-89850568.0,-5289876.03081,2.4612,19,,0.0,0.7047469636456627
"(256, 128)",1e-05,0.002,295941,0.96503,0.74248,0.73749,0.05578,0.25517,0.49425,0.26641,-89850456.0,-5289869.44051,2.46119,19,,0.0,0.7043748573125931
"(512, 256)",0.0001,0.001,657413,0.97147,0.72033,0.70363,0.05612,0.2751,0.48659,0.26167,-123342192.0,-7262768.90136,2.45912,24,,0.0,0.7040241980263622
"(256, 128)",0.0001,0.002,295941,0.965,0.74235,0.73794,0.05599,0.25619,0.49042,0.26421,-89938496.0,-5295065.22179,2.46238,19,,0.0,0.7039280421524272
"(512, 256)",1e-06,0.001,657413,0.97147,0.72032,0.70354,0.05606,0.27484,0.48659,0.26167,-124287720.0,-7318364.79918,2.45784,24,,0.0,0.703866635492826
"(512,)",0.0001,0.002,527365,0.97273,0.74534,0.59448,0.11277,0.29298,0.54406,0.29915,-110128128.0,-6482998.22613,2.14897,194,,0.0,0.7032444999221547
"(512, 256)",1e-05,0.001,657413,0.97147,0.72034,0.70354,0.05606,0.27458,0.48276,0.25983,-124131248.0,-7309158.00777,2.4574,24,,0.0,0.7026732533881204
"(512, 256)",0.001,0.001,657413,0.97153,0.72183,0.70428,0.05579,0.27101,0.48659,0.26434,-122421904.0,-7208687.46545,2.45273,27,,0.0,0.7020672064607977
"(512, 64)",0.001,0.001,557957,0.96576,0.71263,0.69039,0.05812,0.27586,0.49425,0.26342,-168411152.0,-9911246.61391,2.47533,27,,0.0,0.7017002203090335
"(256, 128, 64)",1e-05,0.0005,303877,0.9676,0.69874,0.67864,0.05143,0.27433,0.50192,0.26669,-89416632.0,-5262887.53743,2.47252,40,,0.0,0.6996726760148418
"(256, 128, 64)",1e-06,0.0005,303877,0.9676,0.69882,0.67865,0.0514,0.27458,0.49808,0.26492,-89200208.0,-5250156.63335,2.47268,40,,0.0,0.6988426530793449
"(512, 64)",0.0001,0.001,557957,0.96582,0.71007,0.69219,0.05987,0.27075,0.49425,0.25306,-168489744.0,-9916056.75398,2.52247,27,,0.0,0.696986038171001
"(512, 64)",1e-06,0.001,557957,0.96581,0.71022,0.68866,0.05782,0.26948,0.49425,0.25306,-168841712.0,-9936761.80426,2.52322,27,,0.0,0.6966764467123445
"(512, 64)",1e-05,0.001,557957,0.96581,0.71023,0.68883,0.05797,0.26948,0.49425,0.25306,-168757776.0,-9931823.55273,2.52345,27,,0.0,0.6966355527546426
"(256, 128, 64)",0.001,0.0005,303877,0.9671,0.69776,0.68004,0.05164,0.27152,0.49808,0.27087,-89147440.0,-5247049.15621,2.46843,40,,0.0,0.6965522917851484
"(256, 128, 64)",0.01,0.0005,303877,0.96762,0.69972,0.68169,0.05176,0.26948,0.49425,0.26902,-86925272.0,-5116310.05466,2.45697,40,,0.0,0.6949756031935558
"(256, 128, 64)",0.0001,0.0005,303877,0.96701,0.69704,0.67879,0.05164,0.27101,0.49425,0.26309,-89962840.0,-5295027.63674,2.47247,35,,0.0,0.6948105790126906
"(1024,)",0.01,0.002,1054725,0.95899,0.67417,0.72432,0.05235,0.27152,0.49042,0.24173,-165858816.0,-9762420.08156,2.48948,36,,0.0,0.6913598159464986
"(1024,)",0.001,0.002,1054725,0.95892,0.67352,0.70508,0.04634,0.27254,0.48276,0.23349,-166507904.0,-9800620.51383,2.48599,36,,0.0,0.6901228597973362
"(512, 64)",0.01,0.001,557957,0.96576,0.71231,0.70871,0.07303,0.2705,0.47893,0.25463,-168045168.0,-9889977.15307,2.50417,27,,0.0,0.6897445745904628
"(1024,)",1e-05,0.002,1054725,0.95891,0.67356,0.69878,0.04701,0.26999,0.49042,0.24039,-165595216.0,-9746943.04409,2.49208,36,,0.0,0.6895444211805386
"(1024,)",1e-06,0.002,1054725,0.95896,0.67365,0.7028,0.05066,0.27024,0.48659,0.23754,-166882608.0,-9822657.43853,2.4888,36,,0.0,0.6876178803497048
"(1024,)",0.0001,0.002,1054725,0.95892,0.6735,0.70508,0.05214,0.26999,0.48659,0.24145,-165717136.0,-9754117.43871,2.49159,36,,0.0,0.6870368709290599
"(512, 32)",0.01,0.0005,541381,0.97069,0.71989,0.67097,0.05664,0.25619,0.45594,0.23933,-151093520.0,-8895512.6723,2.85618,168,,0.0,0.6794168757478851
"(1024, 512, 128)",0.0001,0.0001,1640709,0.96708,0.68202,0.64998,0.04998,0.26309,0.45594,0.2382,-138653568.0,-8162858.75997,2.68254,35,,0.0,0.671832333306636
"(1024, 512, 128)",0.01,0.0001,1640709,0.96703,0.68253,0.65051,0.04997,0.26386,0.45211,0.23462,-141234464.0,-8314678.80508,2.68159,35,,0.0,0.6715362365715415
"(512, 256, 128, 64)",0.01,0.0001,697605,0.96993,0.70152,0.67392,0.07021,0.26309,0.45211,0.22036,-87762304.0,-5166839.70822,2.56322,81,,0.0,0.671407949195119
"(512, 256, 128, 64)",0.0001,0.0001,697605,0.96973,0.70035,0.67222,0.07028,0.26232,0.45594,0.22226,-89535232.0,-5271164.5619,2.56708,79,,0.0,0.6713288043575956
"(1024, 256, 64)",0.001,0.0001,1328773,0.96543,0.65685,0.65943,0.04993,0.26437,0.4751,0.24302,-127513960.0,-7506440.01404,2.56993,64,,0.0,0.6705744523911176
"(512, 256, 128, 64)",1e-05,0.0001,697605,0.96973,0.70041,0.67237,0.07041,0.26105,0.45594,0.22151,-90125968.0,-5305898.94735,2.56726,77,,0.0,0.6704828954889991
"(1024, 512, 128)",1e-05,0.0001,1640709,0.96598,0.68123,0.64988,0.05014,0.26105,0.45594,0.24064,-140563680.0,-8275217.23666,2.68172,35,,0.0,0.6701624746796317
"(1024, 512, 128)",1e-06,0.0001,1640709,0.96598,0.68117,0.64993,0.05001,0.26028,0.45594,0.24,-140199008.0,-8253768.17791,2.68183,35,,0.0,0.66970123279073
"(1024, 512, 128)",0.001,0.0001,1640709,0.96595,0.6811,0.64977,0.05001,0.26028,0.45594,0.24,-141237552.0,-8314844.69627,2.68086,35,,0.0,0.6696600849726405
"(1024, 256, 64)",1e-06,0.0001,1328773,0.96543,0.65671,0.6595,0.04997,0.26284,0.4751,0.24302,-128316696.0,-7553651.77588,2.56942,63,,0.0,0.669521881401242
"(1024, 256, 64)",0.0001,0.0001,1328773,0.96544,0.65687,0.65949,0.04995,0.26258,0.4751,0.24455,-128285992.0,-7551834.29954,2.56852,63,,0.0,0.6694126921393002
"(1024, 256, 64)",1e-05,0.0001,1328773,0.96544,0.65681,0.65956,0.04995,0.26232,0.4751,0.24302,-128354880.0,-7555891.868,2.56879,63,,0.0,0.6692312378696769
"(1024, 256, 64)",0.01,0.0001,1328773,0.96546,0.65766,0.66003,0.05021,0.26284,0.47126,0.24299,-127098520.0,-7481993.90879,2.56752,64,,0.0,0.6687613414452999
"(512, 256, 128, 64)",0.001,0.0001,697605,0.96971,0.70076,0.67279,0.07036,0.26284,0.44444,0.2167,-89765648.0,-5284695.02913,2.56496,77,,0.0,0.6687394070500172
"(512, 256, 128, 64)",1e-06,0.0001,697605,0.96973,0.69973,0.67224,0.07067,0.26079,0.44828,0.21598,-90309840.0,-5316722.55077,2.57046,79,,0.0,0.6679029522515523
"(512,)",1e-05,0.002,527365,0.96771,0.69756,0.59337,0.11132,0.26488,0.5249,0.29578,-132804008.0,-7817463.45847,2.46069,116,,0.0,0.6644475466884029
"(256, 128)",0.01,0.001,295941,0.96453,0.66186,0.72925,0.05991,0.2401,0.4636,0.22392,-101117888.0,-5952739.44632,2.61199,24,,0.0,0.6569535595381006
"(1024, 512, 256)",0.0001,0.0001,1707013,0.97095,0.66097,0.66171,0.05669,0.24623,0.45594,0.23416,-161348544.0,-9496745.90967,2.58911,34,,0.0,0.6523626009807313
"(1024, 512, 256)",1e-06,0.0001,1707013,0.97093,0.66092,0.66166,0.05667,0.24598,0.45594,0.23416,-161810976.0,-9523942.01807,2.58803,34,,0.0,0.6521859303496546
"(1024, 512, 256)",1e-05,0.0001,1707013,0.97092,0.66088,0.66165,0.05667,0.24598,0.45594,0.23416,-161885744.0,-9528341.38778,2.58828,34,,0.0,0.6521715677193843
"(1024, 512, 256)",0.001,0.0001,1707013,0.97095,0.66155,0.66168,0.05678,0.24547,0.45594,0.23416,-161327648.0,-9495503.26458,2.58857,34,,0.0,0.652017858811807
"(1024, 512, 256)",0.01,0.0001,1707013,0.97094,0.66104,0.66208,0.05659,0.24521,0.45594,0.23668,-161076880.0,-9480784.2251,2.58755,34,,0.0,0.6518047392759879
"(256, 128)",0.001,0.001,295941,0.96458,0.66217,0.64074,0.06357,0.24087,0.4751,0.22609,-101256536.0,-5960930.22762,2.62201,24,,0.0,0.6491614705889207
"(256, 128)",0.0001,0.001,295941,0.96021,0.66109,0.6405,0.06404,0.24317,0.47126,0.2283,-102357040.0,-6025594.28879,2.66087,20,,0.0,0.649044545642432
"(256, 128)",1e-06,0.001,295941,0.96459,0.66061,0.64065,0.06373,0.24138,0.47126,0.22368,-103089016.0,-6068753.83992,2.62359,24,,0.0,0.6478666885677277
"(256, 128)",1e-05,0.001,295941,0.96459,0.66061,0.64065,0.06373,0.24138,0.47126,0.22368,-103089040.0,-6068755.24578,2.62359,24,,0.0,0.6478666885677277
"(1024, 512)",0.01,0.0001,1576965,0.96551,0.64405,0.60718,0.0641,0.24879,0.4636,0.23672,-160528480.0,-9447895.16366,2.63111,43,,0.0,0.6412370789058398
"(1024, 512)",0.0001,0.0001,1576965,0.96547,0.64368,0.60665,0.06427,0.24853,0.4636,0.23736,-160595216.0,-9451829.37878,2.63179,43,,0.0,0.6408138510076411
"(1024, 512)",1e-06,0.0001,1576965,0.96548,0.64364,0.60667,0.06427,0.24802,0.4636,0.23736,-160545312.0,-9448897.98121,2.63299,43,,0.0,0.640470453219208
"(1024, 512)",1e-05,0.0001,1576965,0.96549,0.64371,0.60667,0.06428,0.24751,0.4636,0.23736,-160676000.0,-9456576.48705,2.63172,43,,0.0,0.6401569944478878
"(1024, 512)",0.001,0.0001,1576965,0.96547,0.6437,0.60675,0.06425,0.24725,0.4636,0.23672,-160634480.0,-9454132.47725,2.63095,43,,0.0,0.6400058739657779
"(1024, 32)",0.001,0.0001,1082565,0.95668,0.65714,0.6198,0.08063,0.24112,0.4751,0.23574,-245537376.0,-14448316.35041,2.74734,88,,0.0,0.6381063888506658
"(256, 128, 64)",0.01,0.0001,303877,0.96199,0.64643,0.60514,0.06844,0.24342,0.4636,0.2559,-99112360.0,-5834148.60629,2.75745,148,,0.0,0.6364638205952429
"(1024, 32)",0.01,0.0001,1082565,0.95672,0.65759,0.62063,0.08044,0.2424,0.4636,0.2309,-245274240.0,-14432843.14111,2.74546,88,,0.0,0.6361687510888018
"(256, 128, 64)",1e-05,0.0001,303877,0.96184,0.64509,0.60446,0.06842,0.24419,0.45977,0.2565,-97114712.0,-5716624.3696,2.76225,143,,0.0,0.6354236735419466
"(1024, 32)",1e-06,0.0001,1082565,0.95689,0.65735,0.61981,0.08079,0.24087,0.4636,0.23349,-245848672.0,-14466614.01981,2.74651,100,,0.0,0.6348522356876571
"(1024, 32)",0.0001,0.0001,1082565,0.95664,0.65657,0.61982,0.08074,0.24215,0.45977,0.22903,-244758144.0,-14402512.01969,2.75078,88,,0.0,0.6344200386444412
"(1024, 32)",1e-05,0.0001,1082565,0.95665,0.65662,0.61973,0.08089,0.24215,0.45977,0.22814,-244669520.0,-14397292.53285,2.75152,88,,0.0,0.6343631664883679
"(256, 128, 64)",0.001,0.0001,303877,0.96185,0.64563,0.60513,0.06845,0.24368,0.45594,0.25194,-97815896.0,-5757903.4093,2.75832,140,,0.0,0.6343020815599858
"(512, 128)",0.001,0.0005,591109,0.96085,0.64743,0.61027,0.07765,0.2304,0.49808,0.24503,-137597728.0,-8098207.70063,2.77984,25,,0.0,0.6342756159274527
"(256, 128, 64)",0.0001,0.0001,303877,0.96186,0.64497,0.60466,0.06872,0.24419,0.45594,0.25594,-97580712.0,-5744040.56634,2.76389,143,,0.0,0.634249277723383
"(512, 128)",1e-06,0.0005,591109,0.95491,0.64423,0.61006,0.07771,0.2304,0.50192,0.2442,-140497520.0,-8268800.7718,2.787,21,,0.0,0.6342008131582353
"(256, 128, 64)",1e-06,0.0001,303877,0.96152,0.64478,0.6046,0.06859,0.24368,0.45594,0.25594,-98482416.0,-5797104.17289,2.76763,124,,0.0,0.6339021104111165
"(512, 128)",1e-05,0.0005,591109,0.95491,0.64423,0.61011,0.07766,0.22989,0.50192,0.24542,-140508560.0,-8269447.03737,2.78696,21,,0.0,0.6338951278576511
"(512, 128)",0.0001,0.0005,591109,0.95491,0.64423,0.61015,0.07768,0.22937,0.50192,0.24542,-140369136.0,-8261247.54079,2.7871,21,,0.0,0.6335522577065753
"(512, 32)",1e-06,0.0005,541381,0.96537,0.67153,0.64413,0.05839,0.22963,0.42146,0.19479,-149922800.0,-8826944.86983,3.11376,47,,0.0,0.6330676159567494
"(512, 128)",0.01,0.0005,591109,0.96079,0.64796,0.61167,0.07771,0.23142,0.48276,0.23699,-137981232.0,-8120771.50488,2.77742,25,,0.0,0.63112568602483
"(512, 256, 64)",0.001,0.0001,672901,0.97082,0.65301,0.63033,0.056,0.2304,0.42912,0.21154,-116577200.0,-6862520.58058,2.81562,56,,0.0,0.6289588952864575
"(512, 256, 64)",1e-06,0.0001,672901,0.97024,0.65282,0.63013,0.05621,0.23065,0.42912,0.2141,-116023792.0,-6829936.34024,2.81978,58,,0.0,0.6289478501050207
"(512, 32)",0.001,0.0005,541381,0.96532,0.67123,0.64817,0.06494,0.23244,0.40613,0.18909,-151628912.0,-8927254.02731,3.10805,48,,0.0,0.62836454522674
"(512, 256, 64)",0.0001,0.0001,672901,0.97024,0.65283,0.63005,0.05625,0.23014,0.42529,0.21378,-116185344.0,-6839442.9726,2.82063,60,,0.0,0.6275623421953834
"(128,)",0.01,0.002,131845,0.97321,0.73729,0.56781,0.23694,0.26999,0.53257,0.29785,-89194960.0,-5249951.37924,2.4505,313,,0.0,0.6271015243698901
"(512, 256)",0.0001,0.0005,657413,0.96459,0.637,0.61449,0.0711,0.24317,0.44061,0.20449,-205466592.0,-12094328.01566,2.77188,23,,0.0,0.626921923552476
"(512, 256)",1e-05,0.0005,657413,0.96459,0.63699,0.61449,0.07112,0.24317,0.44061,0.20449,-205523360.0,-12097665.44476,2.77166,23,,0.0,0.6269101728729908
"(512, 256, 64)",0.01,0.0001,672901,0.97018,0.65303,0.63063,0.05606,0.22861,0.42529,0.2111,-115715352.0,-6811798.70449,2.82196,60,,0.0,0.6267766832629917
"(512, 256)",1e-06,0.0005,657413,0.96459,0.63698,0.61449,0.07112,0.24291,0.44061,0.20449,-205576816.0,-12100810.48376,2.77143,23,,0.0,0.6267374010824537
"(512, 32)",0.0001,0.0005,541381,0.96533,0.6711,0.63428,0.0738,0.23091,0.42146,0.19479,-149710400.0,-8814455.76011,3.11524,51,,0.0,0.626148938011909
"(512, 256)",0.001,0.0005,657413,0.96551,0.63732,0.61513,0.07186,0.24061,0.44444,0.21254,-200532336.0,-11804080.62864,2.77641,23,,0.0,0.6261409873186534
"(512, 256, 64)",1e-05,0.0001,672901,0.97085,0.65288,0.63011,0.0562,0.22937,0.42146,0.20859,-116483200.0,-6856947.07624,2.81591,56,,0.0,0.6260743276963947
"(512, 32)",1e-05,0.0005,541381,0.96533,0.67109,0.6343,0.0736,0.23065,0.42146,0.19479,-149729024.0,-8815552.14563,3.11529,51,,0.0,0.6260628232453217
"(1024, 64)",0.01,0.0001,1115525,0.95832,0.6332,0.58713,0.077,0.23729,0.44444,0.20564,-149996256.0,-8828144.6599,2.90851,48,,0.0,0.6172976989375347
"(1024, 64)",0.01,0.0001,1115525,0.95832,0.6332,0.58713,0.077,0.23729,0.44444,0.20564,-149996256.0,-8828144.6599,2.90851,48,,0.0,0.6172976989375347
